,0
5036,southwestair told last time would never fly really messed today thanks flight 1802 worst airline ever
5037,southwestair done messed planned trip costarica penny vacatime
5038,southwestair sorry sat plane 3 hour waiting engine fixed got luggage lost k
5039,southwestair show one flight one way try go home page book roundtrip there nothing available
5040,southwestair worry would rather safe ground take chance yes tomorrow bna reopens
5041,southwestair need help cancelled flighting flight back call time ridiculous
5042,southwestair fattuesday great job celebrating mardigras today atlanta airport another reason im nut httptco8wbzorrn3c
5043,southwestair customer service terrible youre terrible thought know
5044,southwestair awwweesssooomee
5045,southwestair pt expired made prchase online retailer b told sw wont show 68 wks l8 2 keepmy pt
5046,southwestair officially worst customer service airline ive ever dealt southwestairlines poor
5047,southwestair fastest response day hour phone never got hold hour line never got flight booking problem desk
5048,southwestair rebook atlanta amp drive nashville pay ridiculous price difference bad weather good business
5049,southwestair amazing customer service well definitely fly guy instrument involved 1010
5050,southwestair social medium team said sorry thankfully submitting complaint got resolution amazing rep called
5051,southwestair flight 1613 cancelled flightled wife stuck phoenix way slc san thanks lot southwest
5052,southwestair never got cancelled flightlation text morning either bushleague number call weakservice
5053,southwestair know whats blackhistorymonth commercial another thing add reason fly southwestairlines
5054,southwestair late flight
5055,southwestair seriously wtf nochill httptcoesd3xd5v1r
5056,southwestair yes couldnt explain 2 hour 45 minute hold time
5057,southwestair mcogtdca flight almost full people screwed msydca cancelled flightation united usairways didnt cancelled flight swamistake
5058,southwestair employee great
5059,southwestair charging station san
5060,southwestair thanks reply something phone becuz 2 dropped call 2 hour hold got 1 ring
5061,southwestair thank voucher long wait runway saturday night bwi really appreciate swfan
5062,southwestair jh thank finally got second time
5063,southwestair 4914 need fly gsp dsm claim there sched avail book separately together
5064,southwestair thank hung 1hr 7min hold would like dm contact info
5065,southwestair checkin system poor
5066,southwestair haha thanks explanation
5067,southwestair trouble checking please add dm
5068,southwestair wifi yesterday flight extremely slow waste 8 lost travel time work
5069,southwestair flight cancelled flightled monday looking cancelled flight credit card thats
5070,southwestair still ground gt30mins planned departure california weather originally told 10 min delay
5071,southwestair yet supposed get early evening tonight dont want go store buy new necessity
5072,southwestair possible call swa phone put hold hour cut
5073,southwestair gf 25yrs shes sf amp live tulsa swa always take see love southwestluvsweeps
5074,southwestair nashville airport runway open appears southwest airline cancelled flighting flight likely change
5075,southwestair phone hour waitingcan please answer thank notcool
5076,southwestair sent thanks vp
5077,southwestair shes still stranded dc sat 330am 100 kid starving exhausted
5078,southwestair flight 211pilot spilled tea radio yay delay almost hour
5079,southwestair sent
5080,southwestair thank much stepping game making day night elevator music much appreciated
5081,southwestair used love keep rescheduling flight southworst
5082,southwestair start ive already wasted 15 hr phone wait time already
5083,southwestair talking customer service united make appreciate even could learn much
5084,southwestair brother amp girlfriend flight cancelled flightled 3 time leaving 72 hour late flight dropping letter grade school help
5085,southwestair thanks response able get situation resolved fan mother nature today
5086,southwestair cancelled flightled flight bna flight bna 2 mdw tomorrow stranded den ive hold day
5087,southwestair thanks think weve got figured
5088,southwestair missing 6000 point one account theyre spread four assuming create account
5089,southwestair right point kid dont fly often bought four round trip ticket dtw phx im
5090,southwestair got flight 1155am thursday looking something tomorrow anything available
5091,southwestair got squared away thank man inside help
5092,southwestair please pm number lodge formal complaint thx
5093,southwestair good thing noticed rerouted 7 total passenger impossible triple connection well
5094,southwestair gate agent rerouted impossible itinerary find new airline get u home super bummed
5095,southwestair auto callback dont wait hold
5096,southwestair received email wresos email isnt associated swa account cc info sister fraud please dm
5097,southwestair onboard wifi bad taking 20 minute send tweet working table disappointed
5098,southwestair another great flight amp crew la vegaschicago 3397 thanks
5099,southwestair recommend upgrading ivr using call back email texting know caller
5100,southwestair entire flight luggage missing dca hour nobody know anything
5101,southwestair cbssoxfan get hold called twice kicked offcalls 36 phonedied alistpreferred httptco1tzz0vbmbs
5102,southwestair airline flying bna today
5103,southwestair finally got thanks
5104,southwestair spent 87 minute counting hold w today first 48 minute gave trying amp 43rd min
5105,southwestair ive airline everyone else great soured whole experience hope shes next time
5106,southwestair thanks got put flight tomorrow dont much faith itll get ground tomorrow though
5107,southwestair think im shot cant find flight arrives business san thu really want go
5108,southwestair woman working counter philly 630 need fired due bad weather along passenger
5109,southwestair earlier reflight booking problem flight im didnt get screencap said unspecified error call swa
5110,southwestair buying early bird pointless moved diff flight bc first one delayed lost boarding position
5111,southwestair problem website tried making change w app site got unspecified error
5112,southwestair paytontaylor129 love southwest payton taylor
5113,southwestair super disappointed today first time weve stress book flight another airline airport
